price,description,charge_type,DateUpdated
344.35,GUIDEWIRE ULTRA TRACK HYBRID ,standard,2020-03-25
1571.40,GW .008  MIRAGE NEURO ,standard,2020-03-25
315.25,GW .014 SPARTA COR 130 (PERIPH),standard,2020-03-25
402.55,GW .014 SPARTA COR 300 (PERIPH),standard,2020-03-25
53.30,GW .018 3CMJ 145CM ,standard,2020-03-25
446.20,GW .018INX260CMX90DEG MCNAMARA RNL EXCH,standard,2020-03-25
38.32,GW .035 260 JTIP ,standard,2020-03-25
35.16,GW .035 260 STRAIGHT ,standard,2020-03-25
94.58,GW .035 BENTSON 150CM ,standard,2020-03-25
35.16,GW .035 STRAIGHT TIP 150CM EMERALD,standard,2020-03-25
402.55,GW .035 SUPRA COR 300 (PERIPH) ,standard,2020-03-25
71.73,GW .035 X 145CM PTFE ,standard,2020-03-25
62.57,GW .035 X 3MM TYPE J ,standard,2020-03-25
1212.50,GW .035X 180CM STIFF STRAIGHT ,standard,2020-03-25
363.41,GW .035X150X3CM STR SNSR DLFLX PTFE NITINOL W/HYDRO TIP,standard,2020-03-25
111.31,GW .035X180X15CM ANG TIP STD SHFT HIWIRE HDRPH,standard,2020-03-25
160.05,GW .035X180X15CM STR TIP STFF SHFT HIWIRE HDRPH,standard,2020-03-25
46.08,GW .035X50CMX3MM SHORT J WIRE ,standard,2020-03-25
43.65,GW .038 STRAIGHT 145CM ,standard,2020-03-25
75.32,GW .038 X 260 EXTRA STIFF ,standard,2020-03-25
121.25,GW .045IN TROCAR THRD ,standard,2020-03-25
106.70,GW .045IN W/ TROC TIP ,standard,2020-03-25
155.20,GW .045X4IN NS ,standard,2020-03-25
33.95,GW .045X5.91IN (MIN 6 EA) [AR-8933K],standard,2020-03-25
72.75,GW .053IN (MIN 6 EA) [AR-8737-01],standard,2020-03-25
126.10,GW .086MM W/ TROC TIP ,standard,2020-03-25
383.15,GW .090X4IN ,standard,2020-03-25
72.75,GW .094X8IN (2.4X200MM W/TRCR TIP [AR-8967K],standard,2020-03-25
29.10,GW 0.035INX145CM STR TIP PTFE VASC IMG,standard,2020-03-25
945.75,GW 0.035INX260CM BRECKER CRV CONFIDA [GWBC30],standard,2020-03-25
72.75,GW 0.86MM AR-13240K ,standard,2020-03-25
106.70,GW 0.86MM AR-8737-39 ,standard,2020-03-25
72.75,GW 0.86MM W/ LSR LN SS  [AR-8737-21],standard,2020-03-25
483.59,GW 014 THRUWAY 190CM/SHORT TAPE/STRAIGHT,standard,2020-03-25
502.02,GW 014 THRUWAY 300CM/SHORT TAPE/STRAIGH,standard,2020-03-25
72.75,GW 035 ,standard,2020-03-25
97.00,GW 045X6.84 W/ DBL TROC TIP [AR-8950-06],standard,2020-03-25
142.59,GW 1.1X150MM NTHRD 3.0MM CANN SCR W/ SPD PT [292.623],standard,2020-03-25
151.32,GW 1.1X150MM THRD 3.0MM CANN SCR,standard,2020-03-25
142.59,GW 1.25 NON-THRD 150MM F/ USE W/ 3.5-4.0NN CANN SCR [900.721],standard,2020-03-25
232.07,GW 1.25MM CANN ,standard,2020-03-25
151.32,GW 1.25MM THRD 150MM F/ USE W/ 3.5-4.0MM CANN SCR,standard,2020-03-25
178.58,GW 1.2MM  [7211138],standard,2020-03-25
860.20,GW 1.37MM ,standard,2020-03-25
1977.44,GW 1.45MM NTNL BLNT THRD DISP VIPER,standard,2020-03-25
151.17,GW 1.4X150MM THRD ASNIS III,standard,2020-03-25
480.15,GW 1.5X500MM ,standard,2020-03-25
189.15,GW 1.6 ,standard,2020-03-25
70.42,GW 1.6 X 6IN PT ,standard,2020-03-25
207.53,GW 1.6MM DRILL TIP ,standard,2020-03-25
218.25,GW 1.6MM DRL TIP 150MM ,standard,2020-03-25
1372.55,GW 1.6MM THRD ,standard,2020-03-25
116.40,GW 1.6MMX100MM ANCHORAGE ,standard,2020-03-25
171.69,GW 1.6X150MM THRD 4.5MM CANN SCR [292.72],standard,2020-03-25
1154.30,GW 100P  [86PS1000],standard,2020-03-25
1594.10,GW 11.0/3.2MM 222MM ,standard,2020-03-25
15398.75,GW 11X2.5X120 VIABAHN EPRSTH,standard,2020-03-25
582.00,GW 12GX18X300CM APRCH CTO MICR ,standard,2020-03-25
1478.86,GW 13.0MM/3.2MM F/ SPRL BLDE AIMING ARM,standard,2020-03-25
723.43,GW 13.0MM/3.2MM W/ TROC TIP ,standard,2020-03-25
167.33,GW 150 AQUA TRACK ,standard,2020-03-25
220.68,GW 150 AQUA TRACK STIFF ,standard,2020-03-25
451.92,GW 150CM X .038IN STR ZPWR HDRPH STF,standard,2020-03-25
1293.20,GW 17.0/3.2MM 161MM ,standard,2020-03-25
36.62,GW 175 STD J (AJI) ,standard,2020-03-25
368.60,GW 180 ASAHI GRAND SLAM ,standard,2020-03-25
199.58,GW 180CM .038IN ANG 3CM GLDWR HDRPH VASC,standard,2020-03-25
582.00,GW 18GX18X300CM APRCH CTO MICR ,standard,2020-03-25
96.03,GW 2.0 X 280MM FIX KIRSCHNER [0029020280],standard,2020-03-25
628.08,GW 2.0MM  [XBR001001],standard,2020-03-25
378.79,GW 2.0MM SMOOTH ,standard,2020-03-25
1372.55,GW 2.0MM THRD ,standard,2020-03-25
200.79,GW 2.0X230MM NON-CLR THRD SPD PT,standard,2020-03-25
194.97,GW 2.0X230MM NTHRD W/ SPD PT,standard,2020-03-25
206.61,GW 2.0X230MM THRD 7.0 CANN SCR [292.65],standard,2020-03-25
171.69,GW 2.0X240MM ,standard,2020-03-25
70.42,GW 2.4MM ,standard,2020-03-25
286.15,GW 2.5 ,standard,2020-03-25
765.04,GW 2.5MM 5.0MM CANN LCKNG SCR [324.174],standard,2020-03-25
349.20,GW 2.5MM DRILL TIP 300MM ,standard,2020-03-25
357.93,GW 2.5MM DRL TIP W/ 12MM THRD 300MM,standard,2020-03-25
1561.70,GW 2.5MM THRD ,standard,2020-03-25
247.35,GW 2.5MM THRD 230MM SPADE PT ,standard,2020-03-25
328.83,GW 2.5X200MM DRL TIP  [310.243],standard,2020-03-25
2615.22,GW 2.8MM ADJ PRLL ,standard,2020-03-25
328.01,GW 2.8MM NS ,standard,2020-03-25
401.58,GW 2.8MM THRD 450MM TROC PT 300MM CLBRT,standard,2020-03-25
183.33,GW 2.8X200MM W/ SPD PT  [03.108.005],standard,2020-03-25
152.00,GW 2.8X230MM HP COCR THRD TIP STRL,standard,2020-03-25
232.80,GW 2.8X300MM THRD TROC PT F/ 7.3MM CANN SCR,standard,2020-03-25
250.26,GW 2.8X350MM ,standard,2020-03-25
2614.15,GW 200X30X3CM 90D ANG ASAHI CHIKAI SS STRL,standard,2020-03-25
2614.15,GW 200X30X3CM RND CRV ASAHI CHIKAI SS STRL,standard,2020-03-25
2400.75,GW 200X34X5CM RND CRV ASAHI CHIKAI SS STRL,standard,2020-03-25
2614.15,GW 200X9.5X3CM STR ASAHI CHIKAI,standard,2020-03-25
2614.15,GW 200X9X9CM STR ASHAI CHIKAI SS STRL,standard,2020-03-25
582.00,GW 25GX18X300CM APRCH CTO MICR  [CMW-14-300-25G],standard,2020-03-25
223.10,GW 260CM .038IN ANG 3CM GLDWR HDRPH VASC,standard,2020-03-25
365.45,GW 3.0 X 305MM EX FIX ,standard,2020-03-25
392.12,GW 3.0MM ,standard,2020-03-25
565.51,GW 3.0MMX100CM BL NS ,standard,2020-03-25
658.87,GW 3.0MMX100CM TEARDRP ,standard,2020-03-25
831.78,GW 3.0X1000 BALL TIP ,standard,2020-03-25
162.72,GW 3.2 X 12MM THRD ,standard,2020-03-25
589.52,GW 3.2 X 14IN THRD LNG ,standard,2020-03-25
70.42,GW 3.2 X 9MM THRD ,standard,2020-03-25
442.32,GW 3.2MM 00114706701 ,standard,2020-03-25
560.18,GW 3.2MM 00225806701 ,standard,2020-03-25
480.15,GW 3.2MM 290MM  [03.010.115],standard,2020-03-25
488.88,GW 3.2MM 400MM ,standard,2020-03-25
407.40,GW 3.2MM THRD  [705236],standard,2020-03-25
380.24,GW 3.2MM UNTHRD  [705235],standard,2020-03-25
407.40,GW 3.2X230MM THRD  [705237],standard,2020-03-25
523.56,GW 3.2X300MM W/ THRD STRL ASNIS III,standard,2020-03-25
639.96,GW 3.2X475MM NS ,standard,2020-03-25
504.16,GW 3.2X508MM ,standard,2020-03-25
165.34,GW 3MMX0.035INX180CM J TIP ANGIO AMPTZ SUPER STF SS180,standard,2020-03-25
654.27,GW 3MMX800MM SMTH TIP FEM STER ,standard,2020-03-25
36.33,GW 5FRX100CMX0.035IN HN4 TIP IMAGER II ANGIO CATH,standard,2020-03-25
36.33,GW 5FRX100CMX0.038IN HN4 TIP IMAGER II ANGIO CATH,standard,2020-03-25
37.01,GW 5FRX90CM IMAGER II ANGIO CATH PIGTAIL HIGH-FLOW 0.038IN,standard,2020-03-25
426.80,GW 60CM X 2.4MM ,standard,2020-03-25
216.89,GW ACUFEX CANNUFLEX ,standard,2020-03-25
2471.17,GW ADJ PRLL ,standard,2020-03-25
75.32,GW AES CRVD 7X180CMX.032IN SPRT PTFE COAT SS,standard,2020-03-25
52.38,GW AES CRVD 7X180CMX.035IN SPRT PTFE COAT SS,standard,2020-03-25
388.49,GW AES CRVD 7X180CMX.035IN SPRT PTFE COAT SS,standard,2020-03-25
75.32,GW AES CRVD 7X260CMX.035IN SPRT PTFE COAT SS,standard,2020-03-25
93.36,GW AES CRVD 7X80CMX.035IN SPRT PTFE COAT SS,standard,2020-03-25
109.17,GW AMPLATZ .035 75CM ,standard,2020-03-25
109.17,GW AMPLATZ .035 X 145 CM ,standard,2020-03-25
179.60,GW AMPLATZ 260 X .035 SUPER STIFF,standard,2020-03-25
172.95,GW AMPLATZ SS XCH .035 X 260CM ,standard,2020-03-25
165.34,GW AMPLATZ SS XCH 035 X 180CM ,standard,2020-03-25
307.98,GW AMPTZ SPRT 20X260CMX.035IN W/ APX CRV,standard,2020-03-25
7275.00,GW ANGIOGUARD 5MM X 180 RX EMOLI CAPTURE,standard,2020-03-25
7275.00,GW ANGIOGUARD 6MM X 180 RX EMOLI CAPTURE,standard,2020-03-25
7275.00,GW ANGIOGUARD 6MM X 300 RX EMOLI CAPTURE,standard,2020-03-25
7275.00,GW ANGIOGUARD 7MM X 180 RX EMOLI CAPTURE,standard,2020-03-25
1455.00,GW ANGIOGUARD 7MM X 300 RX EMOLI CAPTURE,standard,2020-03-25
630.50,GW APRCH 190X20CM HDR ST MCWR  [HMW-14-190-ST],standard,2020-03-25
630.50,GW APRCH 300X20CM HDR ST MCWR ,standard,2020-03-25
206.13,GW AQUA TRACK 180 REG ANGLE ,standard,2020-03-25
220.68,GW AQUATRACK 180 ANG. STIFF ,standard,2020-03-25
220.68,GW AQUATRACK 260 REG. ANG ,standard,2020-03-25
225.53,GW AQUATRACK 260 STIFF ANG ,standard,2020-03-25
679.00,GW ASAHI CONFIANZA ,standard,2020-03-25
460.75,GW ASAHI GRAND SLAM 300CM ,standard,2020-03-25
679.00,GW ASAHI MIRACLE 12 ,standard,2020-03-25
679.00,GW ASAHI MIRACLE 3 ,standard,2020-03-25
679.00,GW ASAHI MIRACLE 6 ,standard,2020-03-25
460.75,GW ASAHI PROWATER 300CM ,standard,2020-03-25
368.60,GW ASAHI PROWATER 300J J TIP ,standard,2020-03-25
151.17,GW ASNIS III 2.0X150MM ,standard,2020-03-25
267.96,GW ATW FLOPPY J ,standard,2020-03-25
949.63,GW BALL NOSE 2.0MMX70CM  [2810-17-006],standard,2020-03-25
488.15,GW BALL TIP ,standard,2020-03-25
669.25,GW BALL TIP 3 MM X 800 MM ,standard,2020-03-25
654.27,GW BALL TIP 3.0 X 1250MM STERILE,standard,2020-03-25
708.59,GW BALL TIP 3X1000 STERILE ,standard,2020-03-25
654.27,GW BALL-TIPPED 2.5 X 800MM ,standard,2020-03-25
378.79,GW BEAD TIP 2.6MMX80CM ,standard,2020-03-25
445.47,GW BEAD TIP 3 MM X 98 CM ,standard,2020-03-25
110.10,GW BENTSON 180 X .035 X 20 ,standard,2020-03-25
33.95,GW BIO CMPR SCR ,standard,2020-03-25
565.51,GW BL NOSE 3.0MMX80CM ,standard,2020-03-25
480.15,GW BLNT 1.5X150MM ,standard,2020-03-25
897.64,GW BLUNT 1.37MM ,standard,2020-03-25
460.75,GW BMW 300 J UNIVERSAL ,standard,2020-03-25
460.75,GW BMW UNV 190 (RX) ,standard,2020-03-25
460.75,GW BMW UNV J 190 (RX) ,standard,2020-03-25
53.59,GW BNTSN STD 15X145CMX.035IN PTFE COAT SS,standard,2020-03-25
53.59,GW BNTSN STD 15X180CMX.035IN PTFE COAT SS,standard,2020-03-25
66.98,GW BNTSN STD 15X260CMX.035IN PTFE COAT SS,standard,2020-03-25
402.55,GW CHOICE EXTRA SUPPORT J TIP ,standard,2020-03-25
402.55,GW CHOICE PT 300 CM J TIP ,standard,2020-03-25
417.10,GW CHOICE PT STRAIGHT ,standard,2020-03-25
562.84,GW COCR 2.5MMX220MM ,standard,2020-03-25
145.50,GW DBL END 0.45 ,standard,2020-03-25
145.50,GW DBL END TROC 0.86MM ,standard,2020-03-25
429.95,GW ENDO .025IN 260CM STR TIP HPRFR JGWR BIL STRL DISP,standard,2020-03-25
476.76,GW ENDO 260CM NAVIPRO HDRPH .035IN STR PANCREATICO,standard,2020-03-25
69.36,GW ESCP 14FX.025X145CM STR TIP INTRO FXCR HDRPH RADOPQ HDRGLD,standard,2020-03-25
110.58,GW ESCP 14FX.035X150CM STR TIP INTRO FXCR HDRPH RADOPQ NTNL,standard,2020-03-25
51.94,GW ESCP 14FX.038INX145CM J TIP FXCR HDRPH RADOPQ DISP SS,standard,2020-03-25
52.19,GW ESCP 14FX.038INX145CM STR TIP FXCR HDRPH NRADOPQ DISP SS,standard,2020-03-25
170.67,GW ESCP 14FX.038X150CM ANG TIP INTRO FXCR HDRPH RADOPQ NTNL,standard,2020-03-25
170.67,GW ESCP 14FX.038X150CM STR TIP INTRO FXCR HDRPH RADOPQ NTNL,standard,2020-03-25
145.65,GW EXTRA STIFF.038X145 ,standard,2020-03-25
679.00,GW FIELDER XT 190CM ASAHI [AGP140002],standard,2020-03-25
679.00,GW FIELDER XT 300CM ASAHI [AGP140302],standard,2020-03-25
113.98,GW FIXOS 0.9X70MM ,standard,2020-03-25
48.45,GW FXCR 6X145CMX.032IN SFTJ TIP PTFE COAT SS,standard,2020-03-25
46.08,GW FXCR 6X180CMX.035IN SFTJ TIP PTFE COAT SS,standard,2020-03-25
310.74,GW GLIDEWIRE .025 X 150CM ,standard,2020-03-25
148.65,GW GLIDEWIRE .035 X 150CM ANGLED,standard,2020-03-25
310.74,GW GLIDEWIRE .035 X 150CM STRT ,standard,2020-03-25
188.37,GW GLIDEWIRE .035 X 260CM ST ANGLED,standard,2020-03-25
296.82,GW GLIDEWIRE .038X150CM (BX) ANGLED,standard,2020-03-25
451.92,GW GLIDEWIRE .038X150CM (BX) ANGLED,standard,2020-03-25
234.98,GW GLIDEWIRE 035 X 180CM STIFF ,standard,2020-03-25
183.33,GW HBRD 0.038INX150CM 5CM TIP STR ULTRATRACK REG BD,standard,2020-03-25
5820.00,GW HEADWAY DUO 167CM ,standard,2020-03-25
654.75,GW HI TRQ CMND .014X190CM ,standard,2020-03-25
654.75,GW HI TRQ CMND .014X300CM ,standard,2020-03-25
654.75,GW HI TRQ CMND ES .014X190CM ,standard,2020-03-25
460.75,GW HTF2 .014 300CM EXT SUPPORT ,standard,2020-03-25
460.75,GW HTORQ PILT 150 3X190CM J TIP,standard,2020-03-25
460.75,GW HTORQ PILT 200 3X190CM J TIP,standard,2020-03-25
92.15,GW HTORQ PILT 200 3X300CM J TIP,standard,2020-03-25
460.75,GW HTORQ PILT 200 3X300CM STR TIP,standard,2020-03-25
198.27,GW HYBRID WIRE .035 (BX/5) SUB M0066703121,standard,2020-03-25
72.75,GW HYPROCURE SINUS TARSI ,standard,2020-03-25
998.13,GW INFS 175X6 CM .035 PROSTREAM,standard,2020-03-25
460.75,GW IRONMAN .014 EXCHANGE J ,standard,2020-03-25
640.20,GW LNDQ ESTF DBL CRV 11X260CM PTFE COAT SS,standard,2020-03-25
555.81,GW LNDQ ESTF DBL CRV 11X300CM PTFE COAT SS,standard,2020-03-25
499.55,GW LNDQ ESTF STR 11X260CM PTFE COAT SS,standard,2020-03-25
555.81,GW LNDQ ESTF XTD CRV 11X300CM PTFE COAT SS,standard,2020-03-25
238.72,GW MAG/CTQ GW .035 180 ,standard,2020-03-25
238.72,GW MAG/CTQ GW 035/260 ,standard,2020-03-25
557.75,GW MARKED SPRING TIP ,standard,2020-03-25
1324.05,GW MD-VUE LAT ACC ,standard,2020-03-25
460.75,GW MIDDLEWEIGHT UNV ,standard,2020-03-25
367.92,GW NITINOL ,standard,2020-03-25
606.25,GW NITINOL  [48-9016],standard,2020-03-25
282.76,GW NITINOL .018X45CM TUNGSTEN TIP,standard,2020-03-25
282.90,GW NITREX 0.35X260 ,standard,2020-03-25
142.59,GW NTHRD 1.6X150MM  [292.727],standard,2020-03-25
106.70,GW NTHRD 12IN W/TRCR TIP [AR-8967K-12],standard,2020-03-25
66.98,GW NWTN CRVD 15X145CMX.035IN PTFE COAT SS [TSCFNB-35-145-15],standard,2020-03-25
1741.10,GW PARALLEL 2.0MM ,standard,2020-03-25
460.75,GW PILOT 150 300 J TIP ,standard,2020-03-25
460.75,GW PILOT 50 190 J (RX) (ORDER IN QTY OF 5),standard,2020-03-25
460.75,GW PILOT 50 J TIP 300 ,standard,2020-03-25
460.75,GW PILOT 50 STRAIGHT 300 ,standard,2020-03-25
346.58,GW PLATINUM PLUS .018 ,standard,2020-03-25
318.94,GW PLATINUM PLUS .018 X 180 CM ,standard,2020-03-25
402.55,GW PLATNUM PLUS 260 (PERIPH) ,standard,2020-03-25
460.75,GW PROSTOP PLUS .054IN ,standard,2020-03-25
106.70,GW PROSTOP PLUS .078IN ,standard,2020-03-25
567.45,GW PROVOX STRL ,standard,2020-03-25
460.75,GW PROWATER 180 J-TIP ASAHI ,standard,2020-03-25
460.75,GW PROWATER 180 STRT ASAHI ,standard,2020-03-25
100.06,GW PTFE COATED 0.38X150CM STIFF BODIED FLEX TIP,standard,2020-03-25
113.98,GW ROADRUNNER 180X10.5CM PC HDRPH THE FIRM STFF SHFT,standard,2020-03-25
776.00,GW ROTA FLOPPY 325CM ,standard,2020-03-25
38.12,GW RSN 4.5X180CMX.035IN PTFE COAT SS,standard,2020-03-25
90.70,GW RSN 4.5X260CMX.035IN PTFE COAT SS,standard,2020-03-25
5335.00,GW SAFARI 300CM SM CRV  [H74939272S1],standard,2020-03-25
111.65,GW SAFETY 3MM J-TIP .025X145CM ,standard,2020-03-25
130.95,GW SION 180CM  [AHW14R001S],standard,2020-03-25
130.95,GW SION 300CM  [AHW14R301S],standard,2020-03-25
189.15,GW SMTH 1.6MM ,standard,2020-03-25
95.50,GW SMTH 2.4 X 9IN ,standard,2020-03-25
477.48,GW SMTH 3.0MMX100CM BULLET TIP ,standard,2020-03-25
654.27,GW SMTH TIP 2 X 800MM ,standard,2020-03-25
2649.31,GW SNCHR 10 ACC LGTH 200CM ,standard,2020-03-25
3110.06,GW SNCHR 10 EXCH LGTH 300CM ,standard,2020-03-25
3616.89,GW SNCHR 14 EXCH LGTH 300CM ,standard,2020-03-25
2649.31,GW SNCHR 2 ACC LGTH SFT 200CM ,standard,2020-03-25
2649.31,GW SNCHR 2 ACC LGTH STD 200CM ,standard,2020-03-25
7372.00,GW SOFIA 5FRX115 CM ,standard,2020-03-25
7372.00,GW SOFIA 5FRX125 CM ,standard,2020-03-25
378.30,GW SPARTA CORE 190 ,standard,2020-03-25
1624.17,GW SPEEDGUIDE F/ 2.4/2.7X30MM T8,standard,2020-03-25
1624.17,GW SPEEDGUIDE F/ 2.7X30MM T10  [703887],standard,2020-03-25
1624.17,GW SPEEDGUIDE F/ 2.7X70MM T10  [703890],standard,2020-03-25
1624.17,GW SPEEDGUIDE F/ 3.5X30MM T10  [703886],standard,2020-03-25
1624.17,GW SPEEDGUIDE F/ 3.5X70MM T10  [703889],standard,2020-03-25
446.20,GW STEELCORE .018  190  (PERIPH),standard,2020-03-25
249.78,GW STORQ 180CM .035 ,standard,2020-03-25
337.08,GW STORQ 300 STRT ,standard,2020-03-25
29.10,GW STR TIP FIXED CORE ,standard,2020-03-25
35.31,GW STRT J CRV 180CM 10CM TIP FXD CRE SS VASC IMG,standard,2020-03-25
363.75,GW SUT PASSING ,standard,2020-03-25
3294.36,GW SYNCHRO-2 SPRT EXCH 215CM ,standard,2020-03-25
3294.36,GW SYNCHRO-2 SPRT EXCH 300CM ,standard,2020-03-25
424.42,GW THRD 1.4X150MM ASNIS III  [702459S],standard,2020-03-25
97.00,GW THRD W/ TIP 0.45 ,standard,2020-03-25
97.00,GW THRD W/ TROC TIP 1.35MM ,standard,2020-03-25
106.70,GW THRD W/TROC TIP .062 ,standard,2020-03-25
405.27,GW THRUWAY 190CM STRAIGHT ,standard,2020-03-25
442.13,GW THRUWAY 300 CM/SHORT TAPER/ STRAIGHT,standard,2020-03-25
509.25,GW TIP THREADED 3.2 MM ,standard,2020-03-25
758.78,GW TRANSEND .014 X 190 CM ,standard,2020-03-25
2787.54,GW TRANSEND EXCH 300 FLPY ,standard,2020-03-25
2280.71,GW TRANSEND SFT TIP 205CM ,standard,2020-03-25
97.00,GW TROCAR TIP 1.35MM (MIN 6 EA) [AR-8943-01],standard,2020-03-25
301.82,GW UNTHREADED 2X200MM  [705355],standard,2020-03-25
200.79,GW URO .035INX150CM STFF ANG TIP NTNL SOLO FLEX,standard,2020-03-25
200.79,GW URO 0.035X150CM NTNL STR TIP TRITON SOLO PLS,standard,2020-03-25
224.60,GW URO ANG TIP 150CM PTFE HDRPH SOLO PLUS TRITON,standard,2020-03-25
224.60,GW URO STR TIP 150CM PTFE HDRPH SOLO PLUS TRITON,standard,2020-03-25
377.67,GW V-18 02 8/200 ,standard,2020-03-25
393.82,GW V-18 03 8/300 ,standard,2020-03-25
377.67,GW V-18 X 200 ,standard,2020-03-25
3930.83,GW VAR ANG ,standard,2020-03-25
46.08,GW VASC 145CM .038IN FLX TP NWTN LLT ATRM FX COR CRV [TSCFNB-38-148-15],standard,2020-03-25
29.10,GW VASC 150CM .035IN FX COR J 15CM INQWR PTFE,standard,2020-03-25
485.00,GW VASC 180CM .014IN SHP TIP STR 3CM RNTHRU NS PTFE,standard,2020-03-25
446.20,GW VASC 180CM .018IN EXCH SHRT CRV TPR SPRG COIL,standard,2020-03-25
3273.75,GW VERRATA PLUS 10185J STRT ,standard,2020-03-25
1067.00,GW VIPER 1.45MM BLUNT ,standard,2020-03-25
727.50,GW VIPER ADVANCE .017 TIP,standard,2020-03-25
145.50,GW W/ TRCR TIP THDD 2.4MMX9.25 ,standard,2020-03-25
97.00,GW W/ TROC TIP .053IN THRD 1.35MM,standard,2020-03-25
121.25,GW W/ TROC TIP .078X8IN ,standard,2020-03-25
72.75,GW W/ TROC TIP 2.4MMX9.25IN ,standard,2020-03-25
145.50,GW W/ TROC TIP THRD 8IN ,standard,2020-03-25
460.75,GW WHISPER 190 J MODERATE SUPPORT,standard,2020-03-25
460.75,GW WHISPER 300 J MODERATE SUPPORT,standard,2020-03-25
679.00,GW WHISPER EDS-CS-J ,standard,2020-03-25
611.10,GW WHISPER EP 4647 ,standard,2020-03-25
460.75,GW WHISPER EXT. SUPP 300CM ,standard,2020-03-25
460.75,GW WHISPER EXT. SUPP. 190 J ,standard,2020-03-25
1067.00,GW XS PRE-SHAPED TAV/TAVI ,standard,2020-03-25
76.44,HAEMOPHILUS B POLYSACCHARID CONJ-TETANUS TOX(PF) 10 MCG/0.5 ML IM SOLN,standard,2020-03-25
1.40,HALOPERIDOL 0.5 MG TABLET,standard,2020-03-25
1.26,HALOPERIDOL 0.5 MG TABLET,standard,2020-03-25
1.99,HALOPERIDOL 1 MG TABLET,standard,2020-03-25
8.12,HALOPERIDOL 10 MG TABLET,standard,2020-03-25
7.88,HALOPERIDOL 10 MG TABLET,standard,2020-03-25
0.50,HALOPERIDOL 10 MG TABLET,standard,2020-03-25
2.73,HALOPERIDOL 2 MG TABLET,standard,2020-03-25
4.41,HALOPERIDOL 5 MG TABLET,standard,2020-03-25
0.50,HALOPERIDOL 5 MG TABLET,standard,2020-03-25
124.84,HALOPERIDOL DECANOATE 100 MG/ML INTRAMUSCULAR SOLUTION,standard,2020-03-25
106.70,HALOPERIDOL DECANOATE 100 MG/ML INTRAMUSCULAR SOLUTION,standard,2020-03-25
3.08,HALOPERIDOL LACTATE 2 MG/ML ORAL CONCENTRATE,standard,2020-03-25
1.13,HALOPERIDOL LACTATE 2 MG/ML ORAL CONCENTRATE,standard,2020-03-25
38.80,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
29.78,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
29.05,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
2.91,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
0.78,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
0.50,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,standard,2020-03-25
4340.75,HAND PIECE HARMONIC BLUE ,standard,2020-03-25
1455.00,HANDLE (GUN) BIO-GLUE ,standard,2020-03-25
804.66,HANDLE EGIA XL ,standard,2020-03-25
1154.30,HANDLE F/ COIL DTCH ,standard,2020-03-25
421.61,HANDLE SHRT EGIA 4 ,standard,2020-03-25
430.05,HANDLE SHRT EGIA 4 ,standard,2020-03-25
1067.87,HANDLE STD EGIA 4 ,standard,2020-03-25
497.95,HANDLE STD EGIA 4 ,standard,2020-03-25
3437.44,HANDLE TORQUE DISP ,standard,2020-03-25
14132.90,HANDPIECE 26.5CM X 15G X 1.9MM MYRIAD,standard,2020-03-25
2662.65,HANDPIECE CG 12CM LGTH OPN SRG ,standard,2020-03-25
5335.00,HANDPIECE LARYNGEAL 1.2MM BEAMPATH,standard,2020-03-25
14132.90,HANDPIECE MYRIAD 11X10 ,standard,2020-03-25
14132.90,HANDPIECE MYRIAD 11X13 ,standard,2020-03-25
14132.90,HANDPIECE MYRIDA GAAB 15X25 ,standard,2020-03-25
14132.90,HANDPIECE RESECTION TISSUE AUTOMATED,standard,2020-03-25
1602.59,HANDPIECE SCT IRR FRNTL APRCH HYDRODEBRIDER,standard,2020-03-25
2943.47,HANDPIECE VERSAJET EXACT ,standard,2020-03-25
3880.00,HC  ECMO/ECLS INSJ OF PRPH CANNULA 6 YRS & OLDER OPEN,standard,2020-03-25
4590.00,HC  EXTRACTION ERUPTED TOOTH/EXR,standard,2020-03-25
11387.00,HC  I&D ABSC/CYS FOM; SUBMANDIB,standard,2020-03-25
548.00,HC  T-SPOT TUBERCULOSIS TEST,standard,2020-03-25
4591.00,HC *HEMODIALYSIS BEDSIDE,standard,2020-03-25
1026.00,HC 0272 SUPPLY C1730,standard,2020-03-25
123.00,HC 0278 SUPPLY A4648,standard,2020-03-25
1031.00,HC 0278 SUPPLY A4648 RP,standard,2020-03-25
6513.00,HC 0278 SUPPLY C1717 RP,standard,2020-03-25
360.00,HC 14.3.3 ETA PROTEIN,standard,2020-03-25
193.00,HC 17 OH PROGESTERONE RESULT*,standard,2020-03-25
224.00,HC 17-OH-CORTICOSTEROIDS,standard,2020-03-25
362.00,HC 21-HYDROXYLASE AB,standard,2020-03-25
1275.00,HC 2D ECHO M MODE LIMITED,standard,2020-03-25
2594.00,HC 2DM ECHO WITH CONTRAST/DOPPLER,standard,2020-03-25
6558.00,HC 36014 1ST 2ND PULMONARY,standard,2020-03-25
