price,description,charge_type,DateUpdated
220,CRYOPRECIPITATE IGG,standard,2020-03-23
240,CRYPTOCOCCAL ANTIGEN,standard,2020-03-23
125,CRYPTOSPORIDIUM,standard,2020-03-23
888,"CRYPTOSPORIDIUM, E/A",standard,2020-03-23
"25,564",CS LEADS,standard,2020-03-23
"6,406",C-SECTION DELIVERY,standard,2020-03-23
308,CSF EBV AB TO EARLY AB-RE,standard,2020-03-23
129,CSF FOR CELL COUNT,standard,2020-03-23
93,CSF FOR GLUCOSE,standard,2020-03-23
112,CSF FOR PROTEIN,standard,2020-03-23
220,CSF IMMUNOGLOBULIN G(IGG),standard,2020-03-23
"7,676",CT ABD AND PELVIS W/CONTRAST,standard,2020-03-23
"9,448",CT ABD AND PELVIS W/O AND W/CONTR,standard,2020-03-23
"6,358",CT ABD AND PELVIS W/O CONTRAST,standard,2020-03-23
"6,299",CT ABDOMEN W & W/O CONTRA,standard,2020-03-23
"5,116",CT ABDOMEN W/CONTRAST,standard,2020-03-23
"4,239",CT ABDOMEN W/O CONTRAST,standard,2020-03-23
"2,080",CT ABDOMINAL AORTA,standard,2020-03-23
"7,658",CT ANGIO ABD&PELV W/O&W/DYE,standard,2020-03-23
"2,364",CT ANGIO HRT W/3D IMAGE,standard,2020-03-23
"5,242",CT CERV SPINE W/CONTRAST,standard,2020-03-23
"4,239",CT CERV SPINE W/O CONTRAS,standard,2020-03-23
"4,239",CT CERV SPINE W/O CONTRAST,standard,2020-03-23
"6,055",CT CERVICAL SPINE W/O & W/CONTR.,standard,2020-03-23
"5,279",CT CHEST (THORAX) W/ CONTRAST,standard,2020-03-23
"4,239",CT CHEST (THORAX) W/O CONTRAST,standard,2020-03-23
"6,545",CT CHEST (THORAX)W/& W/O CONTRAST,standard,2020-03-23
"4,421",CT EXTREM/LOW W/CONTRAST,standard,2020-03-23
"3,748",CT EXTREM/LOW W/O CONTRAST,standard,2020-03-23
"4,427",CT EXTREM/UP W/CONTRAST,standard,2020-03-23
"3,750",CT EXTREM/UP W/O CONTRAST,standard,2020-03-23
"4,305",CT FACIAL BONES W/O CONTRAST,standard,2020-03-23
"5,274",CT HEAD OR BRAIN W&W/O CONTRAST,standard,2020-03-23
"4,243",CT HEAD OR BRAIN W/ CONTRAST,standard,2020-03-23
"3,432",CT HEAD OR BRAIN W/O CONTRAST,standard,2020-03-23
"2,364",CT HRT W/3D IMAGE,standard,2020-03-23
"2,364","CT HRT W/3D IMAGE, CONGEN",standard,2020-03-23
"4,294",CT INNER EAR W CONTRAST,standard,2020-03-23
"1,768",CT LIMITED OR LOCALIZED FOLLOW UP,standard,2020-03-23
"5,251",CT LUMB SPINE W/CONTRAST,standard,2020-03-23
"4,239",CT LUMB SPINE W/O CONTRAST,standard,2020-03-23
"6,611",CT MAXILLOFACIAL W&W/O CONTRAST,standard,2020-03-23
"5,333",CT MAXILLOFACIAL W/ CONTRAST,standard,2020-03-23
"4,305",CT MAXILLOFACIAL W/O CONTRAST,standard,2020-03-23
"5,313",CT NECK W/O & W/CONTR,standard,2020-03-23
"4,306",CT NECK WITH CONTRAST,standard,2020-03-23
"5,256",CT ORBIT/EAR/FOSSA W&W/O CONTRAST,standard,2020-03-23
"4,294",CT ORBIT/EAR/FOSSA W/ CONTRAST,standard,2020-03-23
"3,620",CT ORBIT/EAR/FOSSA W/O CONTRAST,standard,2020-03-23
"4,239",CT PELVIS W/O CONTRAST,standard,2020-03-23
"6,252",CT PELVIS WITH & W/O CONTRAST,standard,2020-03-23
"5,088",CT PELVIS WITH CONTRAST,standard,2020-03-23
918,"CT PERFUSION W/CONTRAST,CBF",standard,2020-03-23
"2,429",CT SCAN FOR NEEDLE PLACEMENT,standard,2020-03-23
"4,305",CT SINUS(MAXILLOFACIAL)W/O CONTR.,standard,2020-03-23
"5,313",CT SOFT TISSUE NECK W&W/O CONTR.,standard,2020-03-23
"4,306",CT SOFT TISSUE NECK W/ CONTRAST,standard,2020-03-23
"3,625",CT SOFT TISSUE NECK W/O CONTRAST,standard,2020-03-23
"4,239",CT THOR SPINE W/O CONTRAST,standard,2020-03-23
"5,267",CT THORACIC SPINE W/CONTR,standard,2020-03-23
"6,024",CT THORACIC SPINE W/O & W/CONTR.,standard,2020-03-23
"6,655",CTA ABDOMEN,standard,2020-03-23
"6,655",CTA CHEST,standard,2020-03-23
"6,655",CTA HEAD,standard,2020-03-23
"4,476",CTA LOWER EXTREMITY ,standard,2020-03-23
"6,655",CTA NECK,standard,2020-03-23
"6,655",CTA PELVIS,standard,2020-03-23
"3,990",CTA UPPER EXTREMITY,standard,2020-03-23
"6,500","CT-ABLATE LIVER TUMOR/S,RADIOFREQ",standard,2020-03-23
"3,552",CT-DIAGN.BONE MARROW-BIOPSY & ASPIR.,standard,2020-03-23
310,CT-LOW DOSE-LUNG CANCER SCREENING,standard,2020-03-23
"1,556","CT-VENOGRAPHY, EXTREM UNILAT",standard,2020-03-23
161,CUFF TOURNIQUET DUAL 24 607070104,standard,2020-03-23
201,CUFF TOURNIQUET DUAL 42 607070107,standard,2020-03-23
144,CUFF TOURNIQUET DUAL SINGLE 18IN,standard,2020-03-23
188,CUFF TOURNIQUET DUAL SINGLE 42IN,standard,2020-03-23
204,CULT & SENS (BODY FLUID),standard,2020-03-23
204,CULT & SENS (BRONCHIAL),standard,2020-03-23
204,CULT & SENS (CSF),standard,2020-03-23
204,CULT & SENS (EYE),standard,2020-03-23
204,CULT & SENS (GENITAL),standard,2020-03-23
204,CULT & SENS (MISC),standard,2020-03-23
204,CULT & SENS (SPUTUM),standard,2020-03-23
284,CULT & SENS (STOOL),standard,2020-03-23
204,CULT & SENS (THROAT),standard,2020-03-23
204,CULT & SENS (TISSUE/BONE),standard,2020-03-23
189,CULT & SENS (URINE),standard,2020-03-23
204,CULT & SENS WOUND/LESION,standard,2020-03-23
466,CULT CHLAMYDIA NOT GENITL,standard,2020-03-23
256,CULTURE AFB,standard,2020-03-23
224,CULTURE ANAEROBIC,standard,2020-03-23
259,CULTURE CLOSTR DIFF STOOL,standard,2020-03-23
200,CULTURE FUNGUS,standard,2020-03-23
610,CULTURE VIRAL,standard,2020-03-23
158,"CULTURE, SURVEILLANCE",standard,2020-03-23
133,"CULTURE,TYPE,IMMUN.NO IM-FLUOR@AS",standard,2020-03-23
"2,956",CULTURED FIBROBLASTIC CEL,standard,2020-03-23
"8,221",CUP ACET GRIPTON 48 121732048,standard,2020-03-23
"8,765",CUP ACET GRIPTON 50MM 121732050,standard,2020-03-23
"8,221",CUP ACET GRIPTON 54MM 121732054,standard,2020-03-23
"10,483",CUP ACET GRIPTON 62MM 121732062,standard,2020-03-23
"6,302",CUP ACET PINNACLE 62MM 121722062,standard,2020-03-23
"2,919",CUP ACET PROSTALAC42X32 154142320,standard,2020-03-23
"16,165",CUP ACET RESTOR 46MM LFT 12352462,standard,2020-03-23
"16,165",CUP ACET RESTOR 48MM 12352481,standard,2020-03-23
"16,165",CUP ACET RESTOR 50MMM 12352502,standard,2020-03-23
"13,400",CUP ACETAB PINN GRIP54MM121730054,standard,2020-03-23
"10,483",CUP ACETAB SZ54MM PIN 121732054,standard,2020-03-23
"10,483",CUP ACETABULAR 121732056,standard,2020-03-23
"8,536",CUP ACETABULAR 50MM 121722050,standard,2020-03-23
"8,591",CUP ACETABULAR 54MM DEPUY,standard,2020-03-23
"8,760",CUP ACETABULAR 56MM DEPUY,standard,2020-03-23
"10,483",CUP ACETABULAR GRIP 52MM121732052,standard,2020-03-23
"7,328",CUP ACETABULAR PINN 52MM121722052,standard,2020-03-23
"8,765",CUP ACETABULAR XZ 55MM 121732058,standard,2020-03-23
"2,734",CUP BIPOLAR SHELL 44MM,standard,2020-03-23
"8,757",CUP HUM REUNION RSA32X4 55703204,standard,2020-03-23
"9,344",CUP HUM RSA 36X4MM 55703604,standard,2020-03-23
"7,045",CUP HUMERAL DIA 38 +3MM,standard,2020-03-23
"7,045",CUP HUMERAL STD 38 +6MM,standard,2020-03-23
"7,045",CUP HUMERAL STD 38+9MM,standard,2020-03-23
"8,765",CUP PINNACLE SECTOR GRIP121732060,standard,2020-03-23
605,CUP VCARE CERV 32MM SM606085200,standard,2020-03-23
605,CUP VCARE CERV 34MM MED 606085201,standard,2020-03-23
605,CUP VCARE CERV 36MM LRG 606085202,standard,2020-03-23
605,CUP VCARE CERV 40MM XL 606085203,standard,2020-03-23
"4,232","CUP,BIOPOLAR,HIP,48MM,11-165220",standard,2020-03-23
"3,812","CURETTAGE, POSTPARTUM",standard,2020-03-23
"1,959",CUTTER 10MM REAMER AR1204AF100,standard,2020-03-23
"1,897",CUTTER 7.5 SNGL USE AR1204AF75,standard,2020-03-23
"1,897",CUTTER 7MM SGLE USE AR1204AF70,standard,2020-03-23
"1,897",CUTTER 8.5MM REAMER AR1204AF85,standard,2020-03-23
"1,897",CUTTER 9.0MM REAMERSGL AR1204AF90,standard,2020-03-23
"1,897",CUTTER 9.5 SGL USE AR1204AF95,standard,2020-03-23
"1,074",CUTTER DIAM MIDAS REX25.4 MC254,standard,2020-03-23
"1,897",CUTTER FLIPCUTTER10.5 AR1204AF105,standard,2020-03-23
"1,979",CUTTER LINEAR 30MM ART ATB35,standard,2020-03-23
682,CUTTER LINEAR 55MM TITANIUM,standard,2020-03-23
570,CUTTER LINEAR 75MM RELOAD REFILL,standard,2020-03-23
"1,017",CUTTER LINEAR 75MM RELOAD WITH LO,standard,2020-03-23
"3,026",CUTTER STAPLER CURVED COUNTOUR 40,standard,2020-03-23
"3,026",CUTTER STAPLER CURVED COUNTOUR -C,standard,2020-03-23
"7,561",CUTTING BALLOON POST ANGIO,standard,2020-03-23
"5,598",CVVD - CRRT,standard,2020-03-23
47,CYANOCOBALAMIN @ 1000 MCG INJ,standard,2020-03-23
2,CYANOCOBALAMIN TAB 1000MCG,standard,2020-03-23
2,"CYANOCOBALAMIN TAB, 100MCG",standard,2020-03-23
5,CYCLOBENZAPRINE 10MG TAB,standard,2020-03-23
189,CYCLOMYDRIL OPHTH SOLN 2ML,standard,2020-03-23
517,CYCLOPENTOLATE 0.5% OPHTH SOLN,standard,2020-03-23
167,CYCLOPENTOLATE 2% OPHTH SOLN 2,standard,2020-03-23
7,CYCLOPENTOLATE POH SOLN 1% 2ML,standard,2020-03-23
468,"CYCLOPHOSPHAMIDE,@ 100MG,INJ(1GM)",standard,2020-03-23
53,"CYCLOPHOSPHAMIDE,@ 25MG, CAP (25)",standard,2020-03-23
49,"CYCLOPHOSPHAMIDE,@ 25MG, CAP (50)",standard,2020-03-23
420,CYCLOSPORIN,standard,2020-03-23
53,CYCLOSPORIN @ 100 MG CAP (NEORAL),standard,2020-03-23
91,CYCLOSPORIN @ 100 MG CAP (ORAL),standard,2020-03-23
33,CYCLOSPORINE @ 100MG ORAL (100MG),standard,2020-03-23
13,"CYCLOSPORINE CAP, 25MG",standard,2020-03-23
23,"CYCLOSPORINE CAP,25MG(SANDIMMUNE)",standard,2020-03-23
6,"CYROHEPTADINE HCL TAB, 4MG",standard,2020-03-23
397,"CYSTINE, 24 HOUR URINE",standard,2020-03-23
"5,224",CYSTO.CALIB/DIL.URETH.STRIC/STENO,standard,2020-03-23
"1,210",CYSTOGRAPHY,standard,2020-03-23
"1,162",CYSTOSTOMY TUBE CHANGE,standard,2020-03-23
72,CYTO FLUID W/CONCENTRATE,standard,2020-03-23
62,CYTO FLUID W/O CONCENTRATE,standard,2020-03-23
89,CYTO OTHER INTERP CHARGE,standard,2020-03-23
"1,742",CYTOGENETICS INTERPRET AND REPORT,standard,2020-03-23
757,"CYTOMEGALOVIRUS,DNA,QUANTIFICATIO",standard,2020-03-23
399,CYTOMEGLOVIR-AB-IGM (CMV),standard,2020-03-23
240,"CYTOPATH SMEAR, OTHER SOURCE",standard,2020-03-23
79,"CYTOPATH,C/V,AUTO TH.L,MAN.RESCR.",standard,2020-03-23
112,"CYTOPATH,CELL ENHANCE, NON-GYN",standard,2020-03-23
115,"CYTOPATH,EVAL FNA, 1ST, EA. SITE",standard,2020-03-23
300,CYTP FNA EVAL EA ADDL,standard,2020-03-23
893,"D.H.E.INJ, 1MG/ML",standard,2020-03-23
13,D5W/NACL 0.45%/KCL 10MEQ (1000ML),standard,2020-03-23
15,D5W/NACL 0.45%/KCL 20MEQ (1000ML),standard,2020-03-23
19,D5W/NACL 0.45%/KCL 40MEQ (1000ML),standard,2020-03-23
41,"DABIGATRAN CAP, 150MG",standard,2020-03-23
41,"DABIGATRAN CAP, 75MG",standard,2020-03-23
76,"DACARBAZINE INJ,100MG/10ML",standard,2020-03-23
"10,348",DAILY CARE CARDIOVASCULAR UNIT,standard,2020-03-23
"7,245",DAILY CARE INTERMEDIATE ICU,standard,2020-03-23
"6,407",DAILY CARE LABOR & DELIVERY ,standard,2020-03-23
"8,227",DAILY CARE MEDICAL ICU,standard,2020-03-23
"5,332",DAILY CARE NEONATAL,standard,2020-03-23
"5,022",DAILY CARE NEONATAL STEP DOWN,standard,2020-03-23
"3,328",DAILY CARE NURSERY ,standard,2020-03-23
"5,062",DAILY CARE SEMI PRIVATE-MED/SURG,standard,2020-03-23
"3,762",DAILY CARE SEMI PRIVATE-PSYCH,standard,2020-03-23
"9,516",DAILY CARE TRAUMA ICU,standard,2020-03-23
80,DAKIN'S 0.25% (HALF STRENGTH) SOL,standard,2020-03-23
31,DANAZOL 100MG CAP,standard,2020-03-23
51,DANAZOL 200MG CAP,standard,2020-03-23
"16,259","DANTROLENE SOD. 250MG VIAL, INJ",standard,2020-03-23
6,"DANTROLENE SODIUM CAP,25MG",standard,2020-03-23
476,"DANTROLENE SODIUM INJ, 20MG",standard,2020-03-23
16,DAPSONE 25MG TAB,standard,2020-03-23
6,"DAPTOMYCIN,@ 1MG,INJECTION(500MG)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(100)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(150)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(200)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(25)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(300)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(40)",standard,2020-03-23
53,"DARBEPOETIN NON-ESRD@1 MCG,(60)",standard,2020-03-23
27,"DARUNAVIR ORAL SUSP,100 MG/ML",standard,2020-03-23
326,"DARUNAVIR TAB, 800 MG",standard,2020-03-23
"2,625","DEBRIDE BONE,EACH ADDT'L 20SQ CM",standard,2020-03-23
"1,125",DEBRIDE MUSCLE/FASCIA EA ADDT'L,standard,2020-03-23
"1,125","DEBRIDE MUSCLE/FASCIA,20 SQCM OR<",standard,2020-03-23
265,DEBRIDE MYCOTIC NAILS <6,standard,2020-03-23
364,DEBRIDE MYCOTIC NAILS >6,standard,2020-03-23
499,DEBRIDE SKIN/TISSUE,standard,2020-03-23
"1,125","DEBRIDE SUBQ TISSUE,FIRST 20 SQCM",standard,2020-03-23
"1,125","DEBRIDE SUB-Q,EACH ADDT'L 20SQ CM",standard,2020-03-23
"2,125",DEBRIDE TISSUE/MUSCLE/BONE,standard,2020-03-23
158,DECALCIFICATION PROCEDURE,standard,2020-03-23
221,"DECITABINE INJ, @ 1 MG (50 MG VL)",standard,2020-03-23
964,DECLOT VASCULAR DEVICE,standard,2020-03-23
"98,000","DEFIBRILLATOR BI-VENT, MULTI-LEAD",standard,2020-03-23
43,DEGARELIX PER 1MG INJ (120MG)-NF,standard,2020-03-23
59,DEHYDRATED ALCOHOL INJ,standard,2020-03-23
252,"DEHYDRATED ALCOHOL INJ, 100%",standard,2020-03-23
"5,654",DELIVERY OF PLACENTA ONLY,standard,2020-03-23
"2,773",DELIVERY-LITE BIO 48288214,standard,2020-03-23
60,"DEMECLOCYCLINE TAB, 150MG",standard,2020-03-23
126,"DENOSUMAB, PER 1 MG, INJ (120)",standard,2020-03-23
134,"DENOSUMAB, PER 1 MG, INJ (60)",standard,2020-03-23
654,DENTAL SURGERY PROCEDURE,standard,2020-03-23
461,DERMABOND PRINEO 22CM CLR222US,standard,2020-03-23
160,"DERMABOND, 0.5ML",standard,2020-03-23
132,"DERMACARRIER,1 1/2 TO 1 RATIO",standard,2020-03-23
142,"DERMACARRIER,3 TO 1 RATIO",standard,2020-03-23
442,"DESCTRUCT BENIGN LESIONS,UP TO 14",standard,2020-03-23
"2,226",DESIGN MLC DEVICE FOR IMRT,standard,2020-03-23
15,"DESIPRAMINE HCL TAB, 25MG",standard,2020-03-23
16,DESITIN OINTMENT 30G,standard,2020-03-23
28,DESLORATIDINE TAB 5MG,standard,2020-03-23
17,DESMOPRESSIN 0.1 MG TAB,standard,2020-03-23
100,DESMOPRESSIN 4MCG INJ,standard,2020-03-23
"1,797",DESMOPRESSIN NASAL 0.1MG/ML 2.5ML,standard,2020-03-23
101,"DESMORPRESSIN INJ,4MCG/ML(10ML)",standard,2020-03-23
331,DESOXIMETASONE 0.25% CREAM 15G,standard,2020-03-23
602,DESOXIMETASONE 0.25% OINT 15GM,standard,2020-03-23
65,DESVENLAFAXINE 100MG TAB,standard,2020-03-23
65,"DESVENLAFAXINE TAB, 50MG",standard,2020-03-23
327,DETACHER INSTANT ENDOVASCULAR EV3,standard,2020-03-23
902,DETECT AGENT NOS DNA QUANT,standard,2020-03-23
833,"DETECT AGENT NOS,DNA,AMP(CHOP PED",standard,2020-03-23
"2,007",DEV FIX ENDOBUTTON 10MM 72203331,standard,2020-03-23
"3,317",DEV FIX SECURESTRAP STRAP25,standard,2020-03-23
"6,393",DEV GREENLIGHT FIBER 00102400,standard,2020-03-23
"1,973",DEV INTRACORP KNOTDISP MICOTIE001,standard,2020-03-23
"7,006",DEV MYOSURE XL TIS REMOVAL50503XL,standard,2020-03-23
127,DEV.COGNITIVE SKILLS-DIRECT-15MIN,standard,2020-03-23
892,DEVICE BONE BIOP F07A,standard,2020-03-23
958,DEVICE BONE KYPHOPL BIOP DIS F05A,standard,2020-03-23
"1,168",DEVICE CLOSURE 6/7FR VASC MX6721,standard,2020-03-23
"2,677",DEVICE CLOSURE ANGIOSEAL(ST JUDE),standard,2020-03-23
"2,436",DEVICE CLOSURE BOOMERANG(CARDIMA),standard,2020-03-23
987,DEVICE CLOSURE FEMSTOP(ST JUDE),standard,2020-03-23
"1,168",DEVICE CLOSURE MYNX 5FR MX5021,standard,2020-03-23
"2,510",DEVICE FIX OPTIFIX30CT ABS0113126,standard,2020-03-23
"3,876",DEVICE FIX SORBAFIX30CTABS0113080,standard,2020-03-23
748,DEVICE LAP 5MM 5/10-12MM CTI512N,standard,2020-03-23
"7,492",DEVICE MYOSURE TISS REM 10403FC,standard,2020-03-23
"3,795",DEVICE MYOSURELT TISSREM30403LITE,standard,2020-03-23
146,DEVICE PRESTO INFLAT 30CC 1D4030,standard,2020-03-23
"2,896",DEVICE SUT CAPIO SLIM M0068318261,standard,2020-03-23
"7,515","DEVICE,NOVA,ENDOMETRIAL ABALATE",standard,2020-03-23
4,DEXAMETHASONE 4MG TAB,standard,2020-03-23
8,"DEXAMETHASONE LIQ, 0.5MG/5ML",standard,2020-03-23
98,DEXAMETHASONE OPH SOLN 0.1%,standard,2020-03-23
4,DEXAMETHASONE SOD. PF@1MG INJ(10),standard,2020-03-23
2,DEXAMETHASONE SOD. PF@1MG(0.1NICU,standard,2020-03-23
2,DEXAMETHASONE SOD.PH.@1MG INJ (4),standard,2020-03-23
1,DEXAMETHASONE SOD.PH.@1MG INJ(20),standard,2020-03-23
1,"DEXAMETHASONE TAB, 0.5MG",standard,2020-03-23
2,"DEXAMETHASONE TAB, 1.5MG",standard,2020-03-23
130,"DEXMEDETOMIDINE INF, 200MCG/2ML",standard,2020-03-23
753,"DEXMEDETOMIDINE INF,400MCG/100ML",standard,2020-03-23
"1,864","DEXRAZOXANE HCL,@ 250MG,INJ (500)",standard,2020-03-23
170,"DEXTRAN SLN D5W, LOW MOLEC WT 10%",standard,2020-03-23
198,"DEXTRAN SOLN, LOW MOLECULAR WT",standard,2020-03-23
57,"DEXTROAE INJ, 10% (1000ML)",standard,2020-03-23
14,"DEXTROSE 10% INJ,250ML",standard,2020-03-23
57,DEXTROSE 2.5%/NACL 0.45% (1000ML),standard,2020-03-23
57,DEXTROSE 25% INJ 2.5GM/10ML (SYR),standard,2020-03-23
11,"DEXTROSE 5% (LV), 100ML",standard,2020-03-23
13,DEXTROSE 5%/KCL 20MEQ (1000ML),standard,2020-03-23
57,DEXTROSE 5%/KCL 40MEQ (1000ML),standard,2020-03-23
13,DEXTROSE 5%/LACTATED RINGERS 1000,standard,2020-03-23
57,DEXTROSE 5%/NACL 0.225% (1000ML),standard,2020-03-23
57,DEXTROSE 5%/NACL 0.45% (1000ML),standard,2020-03-23
28,DEXTROSE 5%/NACL 0.9% (1000ML),standard,2020-03-23
28,DEXTROSE 5%/NACL 0.9% (500ML),standard,2020-03-23
28,DEXTROSE 5%/NACL O.45% (500ML),standard,2020-03-23
19,DEXTROSE 5%NACL.9% KCL20MEQ,standard,2020-03-23
17,DEXTROSE 50% INJ 50ML,standard,2020-03-23
54,DEXTROSE 50% INJ SYR 50ML,standard,2020-03-23
7,"DEXTROSE 70%, 2000 ML, INJ (TPN)",standard,2020-03-23
57,"DEXTROSE INJ (PB), 5% 250ML",standard,2020-03-23
11,DEXTROSE INJ 5% 50ML,standard,2020-03-23
28,"DEXTROSE INJ, 10% (500ML)",standard,2020-03-23
28,"DEXTROSE INJ, 10% (500ML, PF)",standard,2020-03-23
57,"DEXTROSE INJ, 5% (1000ML)",standard,2020-03-23
8,"DEXTROSE INJ, 5% (150ML)",standard,2020-03-23
85,"DEXTROSE INJ, 50% (500ML,PF)",standard,2020-03-23
28,"DEXTROSE INJ,(PB),5% 500ML",standard,2020-03-23
604,DHEA,standard,2020-03-23
493,DHEA SULFATE SERUM,standard,2020-03-23
176,DIAG.BREAST TOMOSYNTHESIS-UNI/BI,standard,2020-03-23
"1,149",DIAG.MAMMOGRAM W/CAD-BOTH BREASTS,standard,2020-03-23
902,DIAG.MAMMOGRAM W/CAD-ONE BREAST,standard,2020-03-23
"3,936",DIAGN.BONE MARROW-BIOPSY & ASPIR.,standard,2020-03-23
902,"DIAGNOSTIC MAMMO.& CAD,UNILATERAL",standard,2020-03-23
264,DIAGNOSTIC SONOGRAM,standard,2020-03-23
9,DIAZEPAM @ 5MG INJ (20),standard,2020-03-23
"1,739","DIAZEPAM RECTAL GEL,2.5MG",standard,2020-03-23
1,"DIAZEPAM TAB, 2MG",standard,2020-03-23
2,"DIAZEPAM TAB, 5MG",standard,2020-03-23
53,"DIAZOXIDE SUSP, 50 MG/ML (30ML)",standard,2020-03-23
4,"DICLOXACILLIN CAP, 250MG",standard,2020-03-23
139,DICYCLOMINE 20MG/2ML INJ,standard,2020-03-23
3,"DICYCLOMINE HCL CAP, 10MG",standard,2020-03-23
2,"DICYCLOMINE HCL TAB, 20 MG",standard,2020-03-23
8,"DICYCLOMINE SYRUP,10MG/5ML",standard,2020-03-23
512,DIFFUSING CAPACITY(CLOSING VOLUME,standard,2020-03-23
10,DIGOXIN 0.25MG TAB,standard,2020-03-23
79,"DIGOXIN ELIXIR., 0.25MG/5ML",standard,2020-03-23
"24,133","DIGOXIN IMMUNE INJ FAB, 40MG",standard,2020-03-23
469,DIGOXIN INJ PEDIATRIC 100MCG/1ML,standard,2020-03-23
37,"DIGOXIN INJ, 0.5MG/2ML",standard,2020-03-23
311,DIGOXIN LEVEL,standard,2020-03-23
10,"DIGOXIN TAB, 0.125MG",standard,2020-03-23
595,DIHYDROTESTOSTERENE ASSAY,standard,2020-03-23
309,DILANTIN,standard,2020-03-23
"1,451",DILATION OF NEPHROSTOMY S&I,standard,2020-03-23
"1,370",DILATOR SET AMPLATZ REN (G14292),standard,2020-03-23
904,DILATOR URET SET60-18FR60CMG14297,standard,2020-03-23
2,DILTIAZEM 60MG TAB,standard,2020-03-23
27,DILTIAZEM HCL 5 MG/ML (10ML) INJ,standard,2020-03-23
3,"DILTIAZEM HCL CAP CD, 180MG",standard,2020-03-23
5,"DILTIAZEM HCL CAP CD, 240MG",standard,2020-03-23
15,"DILTIAZEM HCL CAP CD, 300MG",standard,2020-03-23
22,DILTIAZEM HCL CAP SR 60MG,standard,2020-03-23
21,DILTIAZEM HCL CAP SR 90MG,standard,2020-03-23
2,"DILTIAZEM HCL CAP, 120MG",standard,2020-03-23
41,"DILTIAZEM HCL INJ, 5MG/ML (25ML)",standard,2020-03-23
16,"DILTIAZEM HCL INJ, 5MG/ML (5ML)",standard,2020-03-23
5,DILTIAZEM HCL TAB 90MG,standard,2020-03-23
1,DILTIAZEM TAB 30MG,standard,2020-03-23
1,DIMENTHYDRINATE 50MG TAB,standard,2020-03-23
"12,584",DINOPROSTONE 20MG VAG SUPP,standard,2020-03-23
"2,549","DINOPROSTONE VAG INSERT, 10MG",standard,2020-03-23
25,DIPHENHYDRAMIN 2% CREAM 30GM,standard,2020-03-23
0,DIPHENHYDRAMINE CAP 50MG,standard,2020-03-23
0,"DIPHENHYDRAMINE CAP, 25MG",standard,2020-03-23
19,DIPHENHYDRAMINE CREAM 1% 30G,standard,2020-03-23
1,"DIPHENHYDRAMINE ELIX,25MG/10ML UD",standard,2020-03-23
19,"DIPHENHYDRAMINE HCL,@ 50MG,INJ",standard,2020-03-23
5,DIPHENOXYLATE/ATROP SULF TAB,standard,2020-03-23
146,"DIPHTH/TETANUS/AC.PERT-DTAP,< 7YR",standard,2020-03-23
222,DIPHTHERIA-TETANUS ADULT 0.5ML,standard,2020-03-23
6,"DIPYRIDAMOLE TAB, 25MG",standard,2020-03-23
10,"DIPYRIDAMOLE TAB, 50MG",standard,2020-03-23
"36,779",DISC MOBI-C CERV 13X17 MB3375,standard,2020-03-23
"36,779",DISC MOBI-C CERV 13X17 MB3376,standard,2020-03-23
"36,779",DISC MOBI-C CERV 15X15 MB3555,standard,2020-03-23
"36,779",DISC MOBI-C CERV 15X17 MB3576,standard,2020-03-23
"36,779",DISC MOBI-C CERV 15X19 MB3595,standard,2020-03-23
"36,779",DISC MOBI-C CERV 15X19 MB3596,standard,2020-03-23
"36,779",DISC MOBI-C CERV 15X19 MB3597,standard,2020-03-23
"3,792","DISKOGRAPHY, LUMBAR, S & I",standard,2020-03-23
22,DISOPYRAMIDE 100MG CAP SA,standard,2020-03-23
8,"DISOPYRAMIDE CAP,100MG",standard,2020-03-23
9,"DISOPYRAMIDE CAP,150MG",standard,2020-03-23
"3,646",DISSECTOR BALL SPACEMAKER SMCYCST,standard,2020-03-23
"3,268",DISSECTOR BALLOON SPCMKR SMBTTOVL,standard,2020-03-23
724,DISSECTOR MARYLANDDAVINCI428050,standard,2020-03-23
477,"DISSECTOR,ENDO,5MM (5DCD)",standard,2020-03-23
10,DIVALPROEX 250MG TAB EC,standard,2020-03-23
14,DIVALPROEX ER TAB 500MG,standard,2020-03-23
14,"DIVALPROEX ER TAB, 250MG",standard,2020-03-23
4,"DIVALPROEX SPRINKLE CAP, 125MG",standard,2020-03-23
5,DIVALPROEX TAB EC 125MG,standard,2020-03-23
8,"DIVALPROEX TAB EC, 500MG",standard,2020-03-23
814,"DNA/RNA, HPV,HIGH-RISK TYPES",standard,2020-03-23
73,"DNA/RNA,CANDIDA SPECIES,AMPLIF.PR",standard,2020-03-23
814,"DNA/RNA,HPV, 16&18 ONLY,INCL.45",standard,2020-03-23
39,"DOBUTAMINE HCL,PER 250MG,INJ(250)",standard,2020-03-23
71,"DOBUTAMINE-D5,@ 250 MG,INJ (250)",standard,2020-03-23
50,"DOBUTAMINE-D5,@ 250 MG,INJ (500)",standard,2020-03-23
